Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,10.43,18.14,28.12,39.92
20,5.44,11.79,20.87,32.21,45.36
25,5.9,12.25,21.32,33.11,46.72
30,5.9,12.25,21.32,33.11,46.72
35,5.9,12.25,21.32,33.11,46.72
40,5.9,12.25,21.32,33.11,46.72
45,5.44,11.34,19.96,31.3,44.45
50,4.99,10.89,19.05,29.48,41.73
55,4.54,9.98,17.69,27.22,38.56
60,4.08,9.07,15.88,24.95,34.93
65,4.08,8.16,14.51,22.23,31.75
70,3.63,7.26,13.15,19.96,28.58
75,3.18,6.35,11.79,18.14,25.4
80,2.72,5.9,10.43,15.88,22.68
85,2.27,5.44,9.07,14.51,20.41
90,2.27,4.54,8.16,13.15,18.6
