Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.71,13.61,21.77,32.21,44
20,8.62,15.88,24.95,36.74,50.35
25,9.07,15.88,25.85,37.65,51.26
30,9.07,15.88,25.85,37.65,51.26
35,9.07,15.88,25.85,37.65,51.26
40,9.07,15.88,25.85,37.65,51.26
45,8.62,15.42,24.49,35.83,48.99
50,8.16,14.51,23.13,33.57,45.81
55,7.26,13.15,21.32,31.3,42.18
60,6.8,12.25,19.5,28.58,38.56
65,5.9,10.89,17.69,25.85,34.93
70,5.44,9.98,15.88,23.13,31.3
75,4.99,8.62,14.06,20.41,28.12
80,4.54,7.71,12.7,18.6,24.95
85,4.08,6.8,11.34,16.33,22.68
90,3.63,6.35,9.98,14.97,20.41
