Age,Beg.,Nov.,Int.,Adv.,Elite
15,8.62,19.96,35.83,56.7,81.19
20,9.98,22.68,41.28,65.32,92.99
25,10.43,23.13,42.18,66.68,95.71
30,10.43,23.13,42.18,66.68,95.71
35,10.43,23.13,42.18,66.68,95.71
40,10.43,23.13,42.18,66.68,95.71
45,9.98,22.23,39.92,63.5,90.72
50,9.07,20.87,37.65,59.42,84.82
55,8.62,19.05,34.93,54.88,78.47
60,7.71,17.69,31.75,50.35,71.67
65,7.26,15.88,28.58,45.36,64.86
70,6.35,14.06,25.85,40.82,58.06
75,5.44,12.7,23.13,36.29,52.16
80,4.99,11.34,20.41,32.66,46.72
85,4.54,9.98,18.6,29.03,41.73
90,4.08,9.07,16.78,26.31,37.65
