Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,13.61,24.04,37.65,53.52
20,7.26,15.42,27.67,43.09,61.23
25,7.26,15.88,28.12,44,62.6
30,7.26,15.88,28.12,44,62.6
35,7.26,15.88,28.12,44,62.6
40,7.26,15.88,28.12,44,62.6
45,6.8,14.97,26.76,41.73,59.42
50,6.35,14.06,24.95,39.46,55.79
55,5.9,13.15,23.13,36.29,51.71
60,5.44,11.79,21.32,33.11,47.17
65,4.99,10.89,19.05,29.94,42.64
70,4.54,9.53,17.24,26.76,38.1
75,4.08,8.62,15.42,24.04,34.02
80,3.63,7.71,13.61,21.32,30.39
85,3.18,6.8,12.25,19.5,27.22
90,2.72,6.35,11.34,17.24,24.49
