Age,Beg.,Nov.,Int.,Adv.,Elite
15,11.34,22.23,37.65,56.7,78.93
20,13.15,25.4,43.09,64.86,90.26
25,13.15,26.31,44,66.68,92.53
30,13.15,26.31,44,66.68,92.53
35,13.15,26.31,44,66.68,92.53
40,13.15,26.31,44,66.68,92.53
45,12.7,24.95,41.73,63.5,88
50,11.79,23.13,39.46,59.42,82.55
55,10.89,21.32,36.29,54.88,76.2
60,9.98,19.5,33.11,50.35,69.85
65,9.07,17.69,29.94,45.36,63.05
70,8.16,15.88,26.76,40.82,56.7
75,7.26,14.06,24.04,36.29,50.35
80,6.35,12.7,21.32,32.66,45.36
85,5.9,11.34,19.05,29.03,40.37
90,5.44,10.43,17.24,26.31,36.29
