Age,Beg.,Nov.,Int.,Adv.,Elite
15,20.41,34.93,54.43,78.02,104.78
20,23.59,40.37,62.14,89.36,119.75
25,24.04,41.28,63.96,91.63,122.92
30,24.04,41.28,63.96,91.63,122.92
35,24.04,41.28,63.96,91.63,122.92
40,24.04,41.28,63.96,91.63,122.92
45,23.13,39.01,60.78,87.09,116.57
50,21.32,36.74,57.15,81.65,109.32
55,19.96,34.02,52.62,75.75,101.15
60,18.14,30.84,48.08,68.95,92.53
65,16.33,28.12,43.54,62.14,83.46
70,14.51,24.95,39.01,55.79,74.84
75,13.15,22.68,34.93,49.9,67.13
80,11.79,19.96,31.3,44.91,59.87
85,10.43,18.14,28.12,39.92,53.52
90,9.53,16.33,25.4,36.29,48.53
