Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.98,26.76,53.52,89.36,132
20,11.34,30.84,61.23,102.06,151.05
25,11.79,31.3,62.6,104.78,155.13
30,11.79,31.3,62.6,104.78,155.13
35,11.79,31.3,62.6,104.78,155.13
40,11.79,31.3,62.6,104.78,155.13
45,10.89,29.94,59.42,99.34,146.96
50,10.43,28.12,55.79,93.44,137.89
55,9.53,25.85,51.71,86.18,127.46
60,8.62,23.59,47.17,78.93,116.57
65,7.71,21.32,42.64,71.21,105.23
70,7.26,19.05,38.1,63.96,94.35
75,6.35,17.24,34.02,57.15,84.37
80,5.44,15.42,30.39,51.26,75.3
85,4.99,13.61,27.22,45.81,67.59
90,4.54,12.25,24.95,41.28,60.78
