Age,Beg.,Nov.,Int.,Adv.,Elite
15,-23.13,-13.15,-0.91,13.15,27.22
20,-18.14,-6.35,7.71,23.59,39.92
25,-16.78,-4.54,9.53,25.85,42.64
30,-16.78,-4.54,9.53,25.85,42.64
35,-16.78,-4.54,9.53,25.85,42.64
40,-16.78,-4.54,9.53,25.85,42.64
45,-19.05,-7.71,5.9,21.32,37.19
50,-21.77,-10.89,1.81,16.33,31.3
55,-24.49,-14.51,-2.72,10.43,24.49
60,-27.67,-18.6,-7.71,4.54,17.24
65,-30.84,-22.68,-12.7,-1.81,9.53
70,-33.57,-26.31,-17.69,-7.71,2.27
75,-36.74,-29.94,-22.23,-13.15,-4.08
80,-39.01,-33.11,-26.31,-18.14,-9.98
85,-41.28,-35.83,-29.48,-22.68,-15.42
90,-43.09,-38.1,-32.66,-26.31,-19.5
