Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,12.25,22.68,36.29,52.62
20,5.9,13.61,25.85,41.73,60.33
25,5.9,14.06,26.76,42.64,62.14
30,5.9,14.06,26.76,42.64,62.14
35,5.9,14.06,26.76,42.64,62.14
40,5.9,14.06,26.76,42.64,62.14
45,5.44,13.61,25.4,40.82,58.97
50,5.44,12.7,23.59,38.1,55.34
55,4.99,11.79,21.77,35.38,51.26
60,4.54,10.43,19.96,32.21,46.72
65,4.08,9.53,18.14,29.03,42.18
70,3.63,8.62,16.33,26.31,37.65
75,3.18,7.71,14.51,23.13,34.02
80,2.72,6.8,13.15,20.87,30.39
85,2.72,6.35,11.79,18.6,27.22
90,2.27,5.44,10.43,16.78,24.49
