Age,Beg.,Nov.,Int.,Adv.,Elite
15,21.32,31.3,44,58.97,74.84
20,24.49,35.83,50.35,67.13,85.73
25,24.95,36.74,51.71,68.95,88
30,24.95,36.74,51.71,68.95,88
35,24.95,36.74,51.71,68.95,88
40,24.95,36.74,51.71,68.95,88
45,23.59,34.93,48.99,65.32,83.46
50,22.23,32.66,45.81,61.23,78.47
55,20.41,30.39,42.64,56.7,72.57
60,18.6,27.67,39.01,51.71,66.22
65,16.78,24.95,34.93,46.72,59.87
70,14.97,22.23,31.3,42.18,53.52
75,13.61,19.96,28.12,37.65,48.08
80,12.25,17.69,24.95,33.57,42.64
85,10.89,15.88,22.68,29.94,38.56
90,9.98,14.51,20.41,27.22,34.47
