Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.27,5.9,10.89,18.14,26.76
20,2.72,6.35,12.7,20.87,30.39
25,2.72,6.8,13.15,21.32,31.3
30,2.72,6.8,13.15,21.32,31.3
35,2.72,6.8,13.15,21.32,31.3
40,2.72,6.8,13.15,21.32,31.3
45,2.72,6.35,12.25,20.41,29.48
50,2.27,5.9,11.79,19.05,27.67
55,2.27,5.44,10.89,17.69,25.85
60,1.81,4.99,9.98,15.88,23.59
65,1.81,4.54,9.07,14.51,21.32
70,1.81,4.08,8.16,13.15,19.05
75,1.36,3.63,7.26,11.79,17.24
80,1.36,3.18,6.35,10.43,15.42
85,1.36,2.72,5.9,9.53,13.61
90,0.91,2.72,4.99,8.62,12.25
