Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.26,15.42,27.22,42.18,59.87
20,8.16,17.69,31.3,48.53,68.49
25,8.62,18.14,31.75,49.44,70.31
30,8.62,18.14,31.75,49.44,70.31
35,8.62,18.14,31.75,49.44,70.31
40,8.62,18.14,31.75,49.44,70.31
45,8.16,17.24,30.39,47.17,66.68
50,7.71,15.88,28.58,44,62.6
55,6.8,14.97,26.31,40.82,57.61
60,6.35,13.61,24.04,37.19,52.62
65,5.9,12.25,21.77,33.57,47.63
70,4.99,10.89,19.5,30.39,42.64
75,4.54,9.98,17.24,27.22,38.1
80,4.08,8.62,15.42,24.04,34.02
85,3.63,7.71,14.06,21.77,30.84
90,3.18,7.26,12.7,19.5,27.67
