Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,9.98,16.78,25.85,35.83
20,5.44,11.34,19.05,29.48,41.28
25,5.9,11.34,19.96,30.39,42.18
30,5.9,11.34,19.96,30.39,42.18
35,5.9,11.34,19.96,30.39,42.18
40,5.9,11.34,19.96,30.39,42.18
45,5.44,10.89,18.6,28.58,39.92
50,4.99,10.43,17.69,26.76,37.65
55,4.54,9.53,16.33,24.95,34.93
60,4.54,8.62,14.97,22.68,31.75
65,4.08,7.71,13.61,20.41,28.58
70,3.63,6.8,12.25,18.6,25.85
75,3.18,6.35,10.89,16.33,23.13
80,2.72,5.44,9.53,14.51,20.41
85,2.72,4.99,8.62,13.15,18.6
90,2.27,4.54,7.71,11.79,16.78
