Age,Beg.,Nov.,Int.,Adv.,Elite
15,24.49,38.56,56.25,77.56,101.15
20,28.12,44,64.41,88.9,115.67
25,28.58,44.91,66.22,91.17,118.84
30,28.58,44.91,66.22,91.17,118.84
35,28.58,44.91,66.22,91.17,118.84
40,28.58,44.91,66.22,91.17,118.84
45,27.22,42.64,62.6,86.18,112.49
50,25.4,39.92,58.97,81.19,105.69
55,23.59,37.19,54.43,74.84,97.52
60,21.77,34.02,49.44,68.49,89.36
65,19.5,30.39,44.91,61.69,80.74
70,17.69,27.22,40.37,55.34,72.12
75,15.42,24.49,35.83,49.44,64.86
80,14.06,21.77,32.21,44.45,57.61
85,12.7,19.5,29.03,39.92,51.71
90,11.34,17.69,25.85,35.83,46.72
