Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.72,5.44,9.53,14.51,20.41
20,3.18,6.35,10.89,16.78,23.59
25,3.18,6.35,11.34,17.24,24.04
30,3.18,6.35,11.34,17.24,24.04
35,3.18,6.35,11.34,17.24,24.04
40,3.18,6.35,11.34,17.24,24.04
45,3.18,5.9,10.43,16.33,22.68
50,2.72,5.9,9.98,15.42,21.32
55,2.72,5.44,9.07,14.06,19.96
60,2.27,4.99,8.16,12.7,18.14
65,2.27,4.54,7.71,11.79,16.33
70,1.81,4.08,6.8,10.43,14.51
75,1.81,3.63,5.9,9.53,13.15
80,1.36,3.18,5.44,8.16,11.79
85,1.36,2.72,4.99,7.26,10.43
90,1.36,2.72,4.54,6.8,9.53
