Age,Beg.,Nov.,Int.,Adv.,Elite
15,14.06,24.95,40.37,59.42,80.74
20,15.88,28.58,46.27,68.04,92.53
25,16.33,29.48,47.63,69.85,94.8
30,16.33,29.48,47.63,69.85,94.8
35,16.33,29.48,47.63,69.85,94.8
40,16.33,29.48,47.63,69.85,94.8
45,15.42,28.12,44.91,66.22,89.81
50,14.51,26.31,42.18,62.14,84.37
55,13.61,24.49,39.01,57.61,78.02
60,12.25,22.23,35.83,52.16,71.21
65,11.34,19.96,32.21,47.17,64.41
70,9.98,18.14,29.03,42.64,57.61
75,9.07,15.88,25.85,38.1,51.71
80,8.16,14.51,23.13,34.02,46.27
85,7.26,12.7,20.87,30.39,41.28
90,6.35,11.79,18.6,27.22,37.19
