Age,Beg.,Nov.,Int.,Adv.,Elite
15,26.76,36.74,48.99,62.6,77.56
20,30.84,42.18,55.79,71.67,88.9
25,31.75,43.09,57.61,73.48,91.17
30,31.75,43.09,57.61,73.48,91.17
35,31.75,43.09,57.61,73.48,91.17
40,31.75,43.09,57.61,73.48,91.17
45,29.94,40.82,54.43,69.85,86.18
50,28.12,38.56,51.26,65.77,81.19
55,25.85,35.38,47.17,60.78,74.84
60,23.59,32.66,43.09,55.34,68.49
65,21.32,29.48,39.01,49.9,61.69
70,19.05,26.31,34.93,44.91,55.34
75,17.24,23.59,31.3,40.37,49.44
80,15.42,20.87,28.12,35.83,44.45
85,13.61,19.05,24.95,32.21,39.92
90,12.25,17.24,22.68,29.03,35.83
