Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.54,8.16,13.15,19.05,25.85
20,5.44,9.53,14.97,21.77,29.48
25,5.44,9.53,15.42,22.68,30.39
30,5.44,9.53,15.42,22.68,30.39
35,5.44,9.53,15.42,22.68,30.39
40,5.44,9.53,15.42,22.68,30.39
45,4.99,9.07,14.51,21.32,29.03
50,4.99,8.62,13.61,19.96,27.22
55,4.54,8.16,12.7,18.6,24.95
60,4.08,7.26,11.79,16.78,23.13
65,3.63,6.35,10.43,15.42,20.87
70,3.18,5.9,9.53,13.61,18.6
75,3.18,5.44,8.62,12.25,16.78
80,2.72,4.54,7.71,10.89,14.97
85,2.27,4.08,6.8,9.98,13.15
90,2.27,3.63,5.9,9.07,11.79
