Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.54,8.16,13.15,19.5,26.31
20,5.44,9.53,15.42,22.23,29.94
25,5.44,9.98,15.42,22.68,30.84
30,5.44,9.98,15.42,22.68,30.84
35,5.44,9.98,15.42,22.68,30.84
40,5.44,9.98,15.42,22.68,30.84
45,5.44,9.53,14.97,21.77,29.03
50,4.99,8.62,14.06,20.41,27.22
55,4.54,8.16,12.7,18.6,25.4
60,4.08,7.26,11.79,17.24,23.13
65,3.63,6.8,10.43,15.42,20.87
70,3.18,5.9,9.53,14.06,18.6
75,3.18,5.44,8.62,12.25,16.78
80,2.72,4.99,7.71,10.89,14.97
85,2.27,4.08,6.8,9.98,13.61
90,2.27,4.08,6.35,9.07,12.25
