Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,13.15,25.4,41.73,61.23
20,5.9,14.97,29.03,47.63,69.85
25,5.9,15.42,29.94,48.99,71.67
30,5.9,15.42,29.94,48.99,71.67
35,5.9,15.42,29.94,48.99,71.67
40,5.9,15.42,29.94,48.99,71.67
45,5.44,14.51,28.12,46.72,68.04
50,5.44,13.61,26.76,43.54,63.96
55,4.99,12.7,24.49,40.37,59.42
60,4.54,11.34,22.23,36.74,53.98
65,4.08,10.43,20.41,33.11,48.99
70,3.63,9.53,18.14,29.94,44
75,3.18,8.16,16.33,26.76,39.01
80,2.72,7.26,14.51,24.04,34.93
85,2.72,6.8,13.15,21.32,31.3
90,2.27,5.9,11.79,19.5,28.12
