Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.63,6.35,10.43,15.42,20.87
20,4.08,7.26,11.79,17.69,24.04
25,4.08,7.26,12.25,18.14,24.95
30,4.08,7.26,12.25,18.14,24.95
35,4.08,7.26,12.25,18.14,24.95
40,4.08,7.26,12.25,18.14,24.95
45,3.63,7.26,11.34,17.24,23.59
50,3.63,6.8,10.89,15.88,22.23
55,3.18,6.35,9.98,14.97,20.41
60,3.18,5.44,9.07,13.61,18.6
65,2.72,4.99,8.16,12.25,16.78
70,2.27,4.54,7.26,10.89,14.97
75,2.27,4.08,6.8,9.98,13.61
80,1.81,3.63,5.9,8.62,12.25
85,1.81,3.18,5.44,7.71,10.89
90,1.81,2.72,4.99,7.26,9.53
