Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.44,13.15,24.04,39.01,56.25
20,6.35,14.97,27.67,44.91,64.41
25,6.35,15.42,28.58,45.81,66.22
30,6.35,15.42,28.58,45.81,66.22
35,6.35,15.42,28.58,45.81,66.22
40,6.35,15.42,28.58,45.81,66.22
45,5.9,14.51,27.22,43.54,63.05
50,5.9,13.61,25.4,40.82,58.97
55,5.44,12.7,23.59,37.65,54.43
60,4.99,11.34,21.32,34.47,49.9
65,4.54,10.43,19.5,31.3,44.91
70,4.08,9.07,17.24,28.12,40.37
75,3.63,8.16,15.42,24.95,36.29
80,3.18,7.26,14.06,22.23,32.21
85,2.72,6.8,12.25,19.96,29.03
90,2.72,5.9,11.34,18.14,26.31
