Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,8.62,14.06,20.41,27.22
20,5.44,9.98,15.88,23.13,31.3
25,5.9,10.43,16.33,23.59,32.21
30,5.9,10.43,16.33,23.59,32.21
35,5.9,10.43,16.33,23.59,32.21
40,5.9,10.43,16.33,23.59,32.21
45,5.44,9.53,15.42,22.68,30.39
50,4.99,9.07,14.51,21.32,28.58
55,4.54,8.62,13.61,19.5,26.31
60,4.54,7.71,12.25,17.69,24.04
65,4.08,6.8,10.89,16.33,21.77
70,3.63,6.35,9.98,14.51,19.5
75,3.18,5.44,9.07,12.7,17.69
80,2.72,4.99,7.71,11.34,15.42
85,2.72,4.54,7.26,10.43,14.06
90,2.27,4.08,6.35,9.53,12.7
