Age,Beg.,Nov.,Int.,Adv.,Elite
15,-26.31,-11.34,7.26,29.03,52.16
20,-21.32,-4.08,17.24,41.73,68.49
25,-20.41,-2.72,19.5,44.45,72.12
30,-20.41,-2.72,19.5,44.45,72.12
35,-20.41,-2.72,19.5,44.45,72.12
40,-20.41,-2.72,19.5,44.45,72.12
45,-22.23,-5.44,14.97,39.01,65.32
50,-24.95,-9.07,10.43,33.11,57.15
55,-27.67,-13.15,4.99,25.85,48.53
60,-30.39,-17.24,-0.91,18.14,39.01
65,-33.57,-21.77,-6.8,10.43,29.03
70,-36.29,-25.85,-12.25,3.18,19.96
75,-39.01,-29.48,-17.69,-3.63,11.34
80,-41.73,-33.11,-22.23,-9.98,3.63
85,-43.54,-35.83,-26.31,-15.42,-3.18
90,-45.36,-38.56,-29.94,-19.96,-9.07
