Age,Beg.,Nov.,Int.,Adv.,Elite
15,19.5,28.58,39.92,53.07,67.59
20,22.23,32.66,45.81,60.78,77.56
25,22.68,33.57,46.72,62.6,79.38
30,22.68,33.57,46.72,62.6,79.38
35,22.68,33.57,46.72,62.6,79.38
40,22.68,33.57,46.72,62.6,79.38
45,21.77,31.75,44.45,59.42,75.3
50,20.41,29.94,41.73,55.79,70.76
55,18.6,27.67,38.56,51.71,65.77
60,17.24,24.95,35.38,47.17,59.87
65,15.42,22.68,31.75,42.64,53.98
70,14.06,20.41,28.58,38.1,48.53
75,12.25,18.14,25.4,34.02,43.54
80,10.89,16.33,22.68,30.39,39.01
85,9.98,14.51,20.41,27.22,34.93
90,9.07,13.15,18.6,24.49,31.3
