Age,Beg.,Nov.,Int.,Adv.,Elite
15,1.81,5.44,11.34,19.05,29.03
20,1.81,5.9,12.7,21.77,33.11
25,1.81,6.35,13.15,22.68,34.02
30,1.81,6.35,13.15,22.68,34.02
35,1.81,6.35,13.15,22.68,34.02
40,1.81,6.35,13.15,22.68,34.02
45,1.81,5.9,12.25,21.32,32.21
50,1.81,5.44,11.79,19.96,30.39
55,1.81,4.99,10.89,18.6,28.12
60,1.36,4.54,9.98,16.78,25.4
65,1.36,4.08,9.07,15.42,23.13
70,1.36,3.63,8.16,13.61,20.87
75,0.91,3.18,7.26,12.25,18.6
80,0.91,3.18,6.35,10.89,16.33
85,0.91,2.72,5.9,9.98,14.97
90,0.91,2.27,4.99,9.07,13.15
