Age,Beg.,Nov.,Int.,Adv.,Elite
15,39.92,58.51,82.55,110.22,140.61
20,45.36,67.13,94.35,126.1,160.57
25,46.72,68.95,96.62,129.27,165.11
30,46.72,68.95,96.62,129.27,165.11
35,46.72,68.95,96.62,129.27,165.11
40,46.72,68.95,96.62,129.27,165.11
45,44.45,65.32,91.63,122.92,156.49
50,41.73,61.23,86.18,115.21,146.96
55,38.56,56.7,79.83,106.59,136.08
60,34.93,51.71,72.57,97.07,123.83
65,31.75,46.72,65.77,88,112.04
70,28.58,42.18,58.97,78.93,100.7
75,25.4,37.65,52.62,70.31,89.81
80,22.68,33.57,47.17,63.05,80.29
85,20.41,29.94,42.18,56.7,72.12
90,18.6,27.22,38.1,50.8,64.86
