Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.54,9.07,15.88,24.49,34.47
20,4.99,10.43,18.14,28.12,39.46
25,5.44,10.89,18.6,29.03,40.37
30,5.44,10.89,18.6,29.03,40.37
35,5.44,10.89,18.6,29.03,40.37
40,5.44,10.89,18.6,29.03,40.37
45,4.99,10.43,17.69,27.22,38.1
50,4.54,9.53,16.78,25.85,35.83
55,4.54,9.07,15.42,23.59,33.11
60,4.08,8.16,14.06,21.77,30.39
65,3.63,7.26,12.7,19.5,27.22
70,3.18,6.8,11.34,17.69,24.49
75,2.72,5.9,10.43,15.88,22.23
80,2.72,5.44,9.07,14.06,19.5
85,2.27,4.54,8.16,12.7,17.69
90,2.27,4.08,7.26,11.34,15.88
