Age,Beg.,Nov.,Int.,Adv.,Elite
15,24.49,37.19,53.52,73.03,94.35
20,28.12,42.64,61.23,83.46,107.95
25,28.58,43.54,63.05,85.73,110.68
30,28.58,43.54,63.05,85.73,110.68
35,28.58,43.54,63.05,85.73,110.68
40,28.58,43.54,63.05,85.73,110.68
45,27.22,41.73,59.87,81.65,105.23
50,25.4,39.01,56.25,76.66,98.88
55,23.59,35.83,51.71,70.76,91.17
60,21.32,33.11,47.17,64.41,83.46
65,19.5,29.94,42.64,58.51,75.3
70,17.24,26.76,38.56,52.16,67.59
75,15.42,24.04,34.47,46.72,60.33
80,14.06,21.32,30.84,41.73,53.98
85,12.7,19.05,27.67,37.65,48.53
90,11.34,17.24,24.95,34.02,43.54
