Age,Beg.,Nov.,Int.,Adv.,Elite
15,8.16,16.33,28.12,42.64,59.42
20,9.53,19.05,32.21,48.99,68.04
25,9.98,19.5,33.11,49.9,69.85
30,9.98,19.5,33.11,49.9,69.85
35,9.98,19.5,33.11,49.9,69.85
40,9.98,19.5,33.11,49.9,69.85
45,9.07,18.6,31.3,47.63,66.22
50,8.62,17.24,29.48,44.45,62.14
55,8.16,15.88,27.22,41.28,57.61
60,7.26,14.51,24.95,37.65,52.62
65,6.8,13.15,22.23,34.02,47.17
70,5.9,11.79,19.96,30.39,42.64
75,5.44,10.43,18.14,27.22,38.1
80,4.99,9.53,15.88,24.49,34.02
85,4.08,8.62,14.51,21.77,30.39
90,3.63,7.71,13.15,19.5,27.67
