Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.54,7.26,10.89,15.42,19.96
20,4.99,8.16,12.25,17.24,23.13
25,4.99,8.62,12.7,17.69,23.59
30,4.99,8.62,12.7,17.69,23.59
35,4.99,8.62,12.7,17.69,23.59
40,4.99,8.62,12.7,17.69,23.59
45,4.99,8.16,12.25,16.78,22.23
50,4.54,7.71,11.34,15.88,20.87
55,4.08,6.8,10.43,14.51,19.5
60,4.08,6.35,9.53,13.61,17.69
65,3.63,5.9,8.62,12.25,15.88
70,3.18,4.99,7.71,10.89,14.51
75,2.72,4.54,6.8,9.53,12.7
80,2.72,4.08,6.35,8.62,11.34
85,2.27,3.63,5.44,7.71,10.43
90,1.81,3.18,4.99,7.26,9.53
