Age,Beg.,Nov.,Int.,Adv.,Elite
15,18.6,30.84,47.63,68.04,90.26
20,21.32,35.38,54.43,77.56,103.42
25,21.77,36.29,55.79,79.83,106.14
30,21.77,36.29,55.79,79.83,106.14
35,21.77,36.29,55.79,79.83,106.14
40,21.77,36.29,55.79,79.83,106.14
45,20.41,34.47,53.07,75.75,100.7
50,19.5,32.66,49.9,70.76,94.8
55,17.69,29.94,46.27,65.77,87.54
60,16.33,27.22,42.18,59.87,79.83
65,14.51,24.95,38.1,53.98,72.12
70,13.15,22.23,34.02,48.53,64.86
75,11.79,19.96,30.39,43.54,58.06
80,10.43,17.69,27.22,39.01,51.71
85,9.53,15.88,24.49,34.93,46.27
90,8.62,14.51,22.23,31.3,41.73
