Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.44,11.79,21.32,33.11,46.72
20,6.35,13.61,24.04,37.65,53.52
25,6.35,14.06,24.95,39.01,54.88
30,6.35,14.06,24.95,39.01,54.88
35,6.35,14.06,24.95,39.01,54.88
40,6.35,14.06,24.95,39.01,54.88
45,6.35,13.15,23.59,36.74,52.16
50,5.9,12.7,22.23,34.47,48.99
55,5.44,11.34,20.41,31.75,45.36
60,4.99,10.43,18.6,29.03,41.28
65,4.54,9.53,16.78,26.31,37.19
70,4.08,8.62,14.97,23.59,33.57
75,3.63,7.71,13.61,21.32,29.94
80,3.18,6.8,12.25,19.05,26.76
85,2.72,6.35,10.89,16.78,24.04
90,2.72,5.44,9.98,15.42,21.77
