Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,12.25,23.13,37.65,54.88
20,5.44,14.06,26.31,43.09,62.6
25,5.9,14.06,27.22,44,64.41
30,5.9,14.06,27.22,44,64.41
35,5.9,14.06,27.22,44,64.41
40,5.9,14.06,27.22,44,64.41
45,5.44,13.61,25.85,41.73,61.23
50,4.99,12.7,24.04,39.46,57.15
55,4.54,11.79,22.23,36.29,53.07
60,4.54,10.89,20.41,33.11,48.53
65,4.08,9.53,18.6,29.94,43.54
70,3.63,8.62,16.33,26.76,39.01
75,3.18,7.71,14.97,24.04,34.93
80,2.72,6.8,13.15,21.32,31.3
85,2.72,6.35,11.79,19.5,28.12
90,2.27,5.44,10.89,17.24,25.4
