Age,Beg.,Nov.,Int.,Adv.,Elite
15,25.4,33.57,43.54,54.88,66.68
20,29.03,38.56,49.9,62.6,76.2
25,29.94,39.46,51.26,64.41,78.02
30,29.94,39.46,51.26,64.41,78.02
35,29.94,39.46,51.26,64.41,78.02
40,29.94,39.46,51.26,64.41,78.02
45,28.58,37.65,48.53,60.78,73.94
50,26.76,35.38,45.36,57.15,69.4
55,24.49,32.66,42.18,53.07,64.41
60,22.68,29.94,38.56,48.08,58.51
65,20.41,26.76,34.93,43.54,53.07
70,18.14,24.04,31.3,39.01,47.63
75,16.33,21.77,28.12,34.93,42.64
80,14.51,19.5,24.95,31.3,38.1
85,13.15,17.24,22.23,28.12,34.02
90,11.79,15.42,19.96,25.4,30.84
