Age,Beg.,Nov.,Int.,Adv.,Elite
15,32.66,50.8,74.39,102.51,133.36
20,37.19,58.06,85.28,117.03,152.86
25,38.1,59.87,87.54,120.2,156.49
30,38.1,59.87,87.54,120.2,156.49
35,38.1,59.87,87.54,120.2,156.49
40,38.1,59.87,87.54,120.2,156.49
45,36.29,56.7,83.01,114.31,148.78
50,34.02,53.07,77.56,107.05,139.71
55,31.3,48.99,72.12,98.88,128.82
60,28.58,44.91,65.77,90.26,117.93
65,25.85,40.37,59.42,81.65,106.59
70,23.13,36.29,53.07,73.48,95.25
75,20.87,32.66,47.63,65.77,85.28
80,18.6,29.03,42.64,58.51,76.2
85,16.78,25.85,38.1,52.62,68.49
90,14.97,23.59,34.47,47.17,61.69
