Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.63,7.71,13.61,21.77,30.84
20,4.08,8.62,15.88,24.49,35.38
25,4.08,9.07,15.88,25.4,36.29
30,4.08,9.07,15.88,25.4,36.29
35,4.08,9.07,15.88,25.4,36.29
40,4.08,9.07,15.88,25.4,36.29
45,3.63,8.62,15.42,24.04,34.47
50,3.63,7.71,14.51,22.68,32.21
55,3.18,7.26,13.15,20.87,29.94
60,3.18,6.8,12.25,19.05,27.22
65,2.72,5.9,10.89,17.24,24.49
70,2.27,5.44,9.98,15.42,22.23
75,2.27,4.99,8.62,13.61,19.5
80,1.81,4.54,7.71,12.25,17.69
85,1.81,4.08,6.8,10.89,15.88
90,1.36,3.63,6.35,9.98,14.06
