Age,Beg.,Nov.,Int.,Adv.,Elite
15,13.61,24.95,40.37,59.87,81.65
20,15.42,28.58,46.27,68.49,93.44
25,15.88,29.03,47.63,70.31,96.16
30,15.88,29.03,47.63,70.31,96.16
35,15.88,29.03,47.63,70.31,96.16
40,15.88,29.03,47.63,70.31,96.16
45,14.97,27.67,44.91,66.68,91.17
50,14.06,25.85,42.18,62.6,85.73
55,13.15,24.04,39.01,57.61,78.93
60,11.79,21.77,35.83,52.62,72.12
65,10.89,19.96,32.21,47.63,65.32
70,9.53,17.69,29.03,42.64,58.51
75,8.62,15.88,25.85,38.1,52.16
80,7.71,14.06,23.13,34.02,46.72
85,6.8,12.7,20.87,30.84,41.73
90,6.35,11.34,18.6,27.67,37.65
