Age,Beg.,Nov.,Int.,Adv.,Elite
15,1.81,4.99,10.43,16.78,24.95
20,2.27,5.9,11.79,19.5,28.58
25,2.27,5.9,11.79,19.96,29.03
30,2.27,5.9,11.79,19.96,29.03
35,2.27,5.9,11.79,19.96,29.03
40,2.27,5.9,11.79,19.96,29.03
45,2.27,5.9,11.34,19.05,27.67
50,2.27,5.44,10.89,17.69,25.85
55,1.81,4.99,9.98,16.33,24.04
60,1.81,4.54,9.07,14.97,21.77
65,1.36,4.08,8.16,13.61,19.96
70,1.36,3.63,7.26,12.25,17.69
75,1.36,3.18,6.35,10.89,15.88
80,0.91,3.18,5.9,9.53,14.06
85,0.91,2.72,5.44,8.62,12.7
90,0.91,2.27,4.54,7.71,11.34
