Age,Beg.,Nov.,Int.,Adv.,Elite
15,14.06,21.77,32.21,44.45,57.61
20,15.88,24.95,36.74,50.8,66.22
25,16.33,25.85,37.65,52.16,67.59
30,16.33,25.85,37.65,52.16,67.59
35,16.33,25.85,37.65,52.16,67.59
40,16.33,25.85,37.65,52.16,67.59
45,15.42,24.49,35.83,49.44,64.41
50,14.51,23.13,33.57,46.27,60.33
55,13.61,21.32,31.3,43.09,55.79
60,12.25,19.5,28.58,39.01,50.8
65,11.34,17.69,25.85,35.38,45.81
70,9.98,15.88,23.13,31.75,41.28
75,9.07,14.06,20.41,28.58,36.74
80,8.16,12.7,18.6,25.4,33.11
85,7.26,11.34,16.33,22.68,29.48
90,6.35,9.98,14.97,20.41,26.76
