Age,Beg.,Nov.,Int.,Adv.,Elite
15,1.81,4.54,8.62,14.51,21.77
20,1.81,4.99,9.98,16.78,24.95
25,1.81,4.99,10.43,17.24,25.4
30,1.81,4.99,10.43,17.24,25.4
35,1.81,4.99,10.43,17.24,25.4
40,1.81,4.99,10.43,17.24,25.4
45,1.81,4.99,9.98,16.33,24.04
50,1.81,4.54,9.07,15.42,22.68
55,1.36,4.08,8.62,14.06,20.87
60,1.36,4.08,7.71,13.15,19.05
65,1.36,3.63,6.8,11.79,17.24
70,1.36,3.18,6.35,10.43,15.42
75,0.91,2.72,5.44,9.53,14.06
80,0.91,2.72,4.99,8.62,12.25
85,0.91,2.27,4.54,7.71,11.34
90,0.91,1.81,4.08,6.8,9.98
