Age,Beg.,Nov.,Int.,Adv.,Elite
15,13.15,25.4,42.64,64.86,89.81
20,14.97,29.03,48.99,73.94,102.51
25,15.42,29.94,50.35,75.75,105.23
30,15.42,29.94,50.35,75.75,105.23
35,15.42,29.94,50.35,75.75,105.23
40,15.42,29.94,50.35,75.75,105.23
45,14.51,28.58,47.63,72.12,99.79
50,13.61,26.76,44.91,67.59,93.89
55,12.7,24.49,41.28,62.6,86.64
60,11.79,22.68,37.65,57.15,78.93
65,10.43,20.41,34.02,51.71,71.67
70,9.53,18.14,30.84,46.27,63.96
75,8.62,16.33,27.22,41.28,57.15
80,7.71,14.51,24.49,37.19,51.26
85,6.8,13.15,21.77,33.11,45.81
90,5.9,11.79,19.96,29.94,41.28
