Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.71,14.06,22.68,32.66,44.45
20,9.07,16.33,25.85,37.65,50.8
25,9.07,16.78,26.31,38.56,52.16
30,9.07,16.78,26.31,38.56,52.16
35,9.07,16.78,26.31,38.56,52.16
40,9.07,16.78,26.31,38.56,52.16
45,8.62,15.88,24.95,36.74,49.44
50,8.16,14.97,23.59,34.47,46.72
55,7.71,13.61,21.77,31.75,43.09
60,6.8,12.25,19.96,29.03,39.46
65,6.35,11.34,18.14,26.31,35.38
70,5.44,9.98,15.88,23.59,31.75
75,4.99,9.07,14.51,20.87,28.58
80,4.54,8.16,12.7,18.6,25.4
85,4.08,7.26,11.34,16.78,22.68
90,3.63,6.35,10.43,14.97,20.41
