Age,Beg.,Nov.,Int.,Adv.,Elite
15,29.03,46.27,68.49,95.25,124.74
20,33.11,52.62,78.47,108.86,142.88
25,34.02,53.98,80.29,111.58,146.51
30,34.02,53.98,80.29,111.58,146.51
35,34.02,53.98,80.29,111.58,146.51
40,34.02,53.98,80.29,111.58,146.51
45,32.21,51.26,76.2,106.14,138.8
50,30.39,48.08,71.67,99.34,130.18
55,28.12,44.45,66.22,92.08,120.66
60,25.4,40.82,60.33,83.91,110.22
65,23.13,36.74,54.43,75.75,99.34
70,20.87,33.11,48.99,68.04,89.36
75,18.6,29.48,44,60.78,79.83
80,16.78,26.31,39.01,54.43,71.21
85,14.97,23.59,34.93,48.99,63.96
90,13.61,21.32,31.75,44,57.61
