Age,Beg.,Nov.,Int.,Adv.,Elite
15,11.34,19.05,29.03,40.82,54.43
20,13.15,21.77,33.11,46.72,62.14
25,13.61,22.23,34.02,48.08,63.5
30,13.61,22.23,34.02,48.08,63.5
35,13.61,22.23,34.02,48.08,63.5
40,13.61,22.23,34.02,48.08,63.5
45,12.7,21.32,32.21,45.36,60.33
50,12.25,19.96,30.39,42.64,56.7
55,11.34,18.6,28.12,39.46,52.62
60,9.98,16.78,25.4,36.29,47.63
65,9.07,14.97,23.13,32.66,43.09
70,8.16,13.61,20.87,29.48,39.01
75,7.26,12.25,18.6,26.31,34.47
80,6.8,10.89,16.78,23.59,30.84
85,5.9,9.98,14.97,20.87,27.67
90,5.44,8.62,13.15,19.05,24.95
