Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.54,11.79,21.77,35.83,51.71
20,5.44,13.15,24.95,40.82,59.42
25,5.44,13.61,25.85,41.73,60.78
30,5.44,13.61,25.85,41.73,60.78
35,5.44,13.61,25.85,41.73,60.78
40,5.44,13.61,25.85,41.73,60.78
45,5.44,12.7,24.49,39.92,57.61
50,4.99,12.25,23.13,37.19,53.98
55,4.54,11.34,21.32,34.47,49.9
60,4.08,10.43,19.5,31.3,45.81
65,3.63,9.07,17.69,28.58,41.28
70,3.18,8.16,15.88,25.4,37.19
75,3.18,7.26,14.06,22.68,33.11
80,2.72,6.8,12.7,20.41,29.48
85,2.27,5.9,11.34,18.14,26.76
90,2.27,5.44,9.98,16.33,24.04
