Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.71,14.06,23.59,34.93,48.08
20,8.62,16.33,26.76,39.92,55.34
25,8.62,16.78,27.67,41.28,56.7
30,8.62,16.78,27.67,41.28,56.7
35,8.62,16.78,27.67,41.28,56.7
40,8.62,16.78,27.67,41.28,56.7
45,8.16,15.88,26.31,39.01,53.52
50,7.71,14.97,24.49,36.74,50.35
55,7.26,13.61,22.68,34.02,46.72
60,6.8,12.7,20.87,30.84,42.64
65,5.9,11.34,18.6,28.12,38.56
70,5.44,9.98,16.78,24.95,34.47
75,4.99,9.07,14.97,22.23,30.84
80,4.08,8.16,13.61,19.96,27.67
85,3.63,7.26,12.25,18.14,24.95
90,3.63,6.35,10.89,16.33,22.23
