Age,Beg.,Nov.,Int.,Adv.,Elite
15,13.15,22.68,34.93,50.35,67.59
20,14.97,25.85,39.92,57.61,77.11
25,15.42,26.31,41.28,58.97,79.38
30,15.42,26.31,41.28,58.97,79.38
35,15.42,26.31,41.28,58.97,79.38
40,15.42,26.31,41.28,58.97,79.38
45,14.51,24.95,39.01,56.25,75.3
50,13.61,23.59,36.74,52.62,70.31
55,12.7,21.77,34.02,48.53,65.32
60,11.34,19.96,30.84,44.45,59.42
65,10.43,18.14,28.12,39.92,53.98
70,9.53,15.88,24.95,35.83,48.08
75,8.16,14.51,22.23,32.21,43.09
80,7.71,12.7,19.96,28.58,38.56
85,6.8,11.34,18.14,25.85,34.47
90,5.9,10.43,16.33,23.13,31.3
