Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.63,6.8,11.34,16.78,22.68
20,4.08,7.71,12.7,19.05,26.31
25,4.08,7.71,13.15,19.5,26.76
30,4.08,7.71,13.15,19.5,26.76
35,4.08,7.71,13.15,19.5,26.76
40,4.08,7.71,13.15,19.5,26.76
45,4.08,7.71,12.25,18.6,25.4
50,3.63,7.26,11.79,17.24,24.04
55,3.63,6.35,10.89,15.88,22.23
60,3.18,5.9,9.98,14.51,20.41
65,2.72,5.44,9.07,13.15,18.14
70,2.72,4.99,8.16,11.79,16.33
75,2.27,4.54,7.26,10.43,14.51
80,2.27,4.08,6.35,9.53,13.15
85,1.81,3.63,5.9,8.62,11.79
90,1.81,3.18,4.99,7.71,10.43
