Age,Beg.,Nov.,Int.,Adv.,Elite
15,0.91,7.71,23.13,46.72,76.66
20,0.91,9.07,26.31,53.52,87.54
25,0.91,9.07,27.22,54.88,89.81
30,0.91,9.07,27.22,54.88,89.81
35,0.91,9.07,27.22,54.88,89.81
40,0.91,9.07,27.22,54.88,89.81
45,0.91,8.62,25.85,51.71,85.28
50,0.91,8.16,24.04,48.53,79.83
55,0.91,7.71,22.23,44.91,73.94
60,0.91,6.8,20.41,41.28,67.59
65,0.45,6.35,18.6,37.19,60.78
70,0.45,5.44,16.78,33.11,54.88
75,0.45,4.99,14.97,29.94,48.99
80,0.45,4.54,13.15,26.76,43.54
85,0.45,4.08,11.79,24.04,39.01
90,0.45,3.63,10.89,21.32,35.38
