Age,Beg.,Nov.,Int.,Adv.,Elite
15,24.95,41.28,62.14,87.54,115.67
20,28.58,47.17,71.21,100.24,132.45
25,29.48,48.53,73.03,102.97,136.08
30,29.48,48.53,73.03,102.97,136.08
35,29.48,48.53,73.03,102.97,136.08
40,29.48,48.53,73.03,102.97,136.08
45,28.12,45.81,69.4,97.52,128.82
50,26.31,43.09,64.86,91.63,121.11
55,24.49,39.92,60.33,84.82,112.04
60,22.23,36.29,54.88,77.11,102.06
65,19.96,32.66,49.44,69.85,92.08
70,18.14,29.48,44.45,62.6,83.01
75,15.88,26.31,39.92,55.79,73.94
80,14.51,23.59,35.38,49.9,66.22
85,12.7,21.32,31.75,44.91,59.42
90,11.79,19.05,28.58,40.37,53.52
