Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.89,21.77,37.19,57.15,79.83
20,12.25,24.95,42.64,65.32,91.17
25,12.7,25.85,44,67.13,93.89
30,12.7,25.85,44,67.13,93.89
35,12.7,25.85,44,67.13,93.89
40,12.7,25.85,44,67.13,93.89
45,12.25,24.49,41.73,63.5,88.9
50,11.34,22.68,39.01,59.87,83.46
55,10.43,21.32,36.29,55.34,77.11
60,9.53,19.5,33.11,50.35,70.31
65,8.62,17.24,29.94,45.36,63.5
70,7.71,15.42,26.76,40.82,57.15
75,6.8,14.06,24.04,36.74,51.26
80,6.35,12.7,21.32,32.66,45.81
85,5.44,11.34,19.05,29.48,40.82
90,4.99,9.98,17.24,26.31,36.74
