Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.07,17.24,27.67,41.28,56.25
20,10.43,19.5,31.75,47.17,64.41
25,10.89,19.96,32.66,48.08,65.77
30,10.89,19.96,32.66,48.08,65.77
35,10.89,19.96,32.66,48.08,65.77
40,10.89,19.96,32.66,48.08,65.77
45,10.43,19.05,30.84,45.81,62.6
50,9.53,17.69,29.03,43.09,58.97
55,9.07,16.33,26.76,39.92,54.43
60,8.16,14.97,24.49,36.29,49.44
65,7.26,13.61,22.23,32.66,44.91
70,6.8,12.25,19.96,29.48,40.37
75,5.9,10.89,17.69,26.31,35.83
80,5.44,9.98,15.88,23.59,32.21
85,4.54,8.62,14.06,20.87,29.03
90,4.08,7.71,12.7,19.05,25.85
