Age,Beg.,Nov.,Int.,Adv.,Elite
15,23.59,34.02,46.72,61.69,77.56
20,27.22,39.01,53.52,70.31,88.9
25,27.67,39.92,54.88,72.12,91.17
30,27.67,39.92,54.88,72.12,91.17
35,27.67,39.92,54.88,72.12,91.17
40,27.67,39.92,54.88,72.12,91.17
45,26.31,37.65,52.16,68.49,86.64
50,24.49,35.38,48.99,64.41,81.19
55,22.68,32.66,45.36,59.42,74.84
60,20.87,29.94,41.28,54.43,68.49
65,18.6,27.22,37.19,48.99,61.69
70,16.78,24.04,33.57,44,55.34
75,14.97,21.77,29.94,39.46,49.44
80,13.61,19.5,26.76,35.38,44.45
85,12.25,17.24,24.04,31.75,39.92
90,10.89,15.88,21.77,28.58,35.83
