Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.54,9.98,17.69,27.67,39.01
20,5.44,11.34,20.41,31.75,44.45
25,5.44,11.79,20.87,32.21,45.81
30,5.44,11.79,20.87,32.21,45.81
35,5.44,11.79,20.87,32.21,45.81
40,5.44,11.79,20.87,32.21,45.81
45,5.44,11.34,19.96,30.84,43.54
50,4.99,10.43,18.6,29.03,40.82
55,4.54,9.53,17.24,26.76,37.65
60,4.08,9.07,15.88,24.49,34.47
65,3.63,8.16,14.06,22.23,31.3
70,3.18,7.26,12.7,19.96,28.12
75,3.18,6.35,11.34,17.69,24.95
80,2.72,5.9,9.98,15.88,22.23
85,2.27,4.99,9.07,14.06,19.96
90,2.27,4.54,8.16,12.7,18.14
