Age,Beg.,Nov.,Int.,Adv.,Elite
15,17.24,38.1,68.49,107.5,153.31
20,19.96,43.54,78.47,122.92,175.09
25,20.41,44.91,80.29,126.55,180.08
30,20.41,44.91,80.29,126.55,180.08
35,20.41,44.91,80.29,126.55,180.08
40,20.41,44.91,80.29,126.55,180.08
45,19.5,42.64,76.2,119.75,170.55
50,18.14,39.92,71.67,112.49,160.12
55,16.78,36.74,66.22,103.87,148.32
60,15.42,33.57,60.33,94.8,135.17
65,14.06,30.39,54.43,85.73,122.02
70,12.25,27.22,48.99,77.11,109.77
75,11.34,24.49,44,68.95,97.98
80,9.98,21.77,39.01,61.69,87.54
85,9.07,19.5,34.93,55.34,78.47
90,8.16,17.69,31.75,49.9,70.76
