Age,Beg.,Nov.,Int.,Adv.,Elite
15,11.34,29.94,58.97,97.52,143.34
20,13.15,34.47,67.59,111.58,164.2
25,13.61,35.38,69.4,114.76,168.28
30,13.61,35.38,69.4,114.76,168.28
35,13.61,35.38,69.4,114.76,168.28
40,13.61,35.38,69.4,114.76,168.28
45,12.7,33.57,65.77,108.86,159.66
50,11.79,31.3,61.69,102.06,150.14
55,10.89,29.03,57.15,94.35,138.8
60,9.98,26.31,52.16,86.18,126.55
65,9.07,24.04,47.17,78.02,114.31
70,8.16,21.32,42.18,69.85,102.51
75,7.26,19.05,37.65,62.6,91.63
80,6.35,17.24,33.57,55.79,82.1
85,5.9,15.42,30.39,49.9,73.48
90,5.44,14.06,27.22,44.91,66.22
