Age,Beg.,Nov.,Int.,Adv.,Elite
15,18.6,30.39,45.36,63.5,83.46
20,21.32,34.93,52.16,72.57,95.71
25,22.23,35.83,53.52,74.39,97.98
30,22.23,35.83,53.52,74.39,97.98
35,22.23,35.83,53.52,74.39,97.98
40,22.23,35.83,53.52,74.39,97.98
45,20.87,34.02,50.8,70.76,92.99
50,19.5,31.75,47.63,66.22,87.54
55,18.14,29.48,44,61.23,80.74
60,16.78,26.76,39.92,56.25,73.94
65,14.97,24.04,36.29,50.8,66.68
70,13.61,21.77,32.66,45.36,59.87
75,11.79,19.5,29.03,40.82,53.52
80,10.89,17.24,25.85,36.29,47.63
85,9.53,15.42,23.13,32.66,43.09
90,8.62,14.06,20.87,29.48,38.56
