Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.26,14.97,26.76,41.73,58.51
20,8.16,17.24,30.39,47.63,67.13
25,8.62,17.69,31.3,48.53,68.95
30,8.62,17.69,31.3,48.53,68.95
35,8.62,17.69,31.3,48.53,68.95
40,8.62,17.69,31.3,48.53,68.95
45,8.16,16.78,29.94,46.27,65.32
50,7.71,15.88,28.12,43.54,61.23
55,6.8,14.51,25.85,40.37,56.7
60,6.35,13.61,23.59,36.74,51.71
65,5.9,12.25,21.32,33.11,46.72
70,4.99,10.89,19.05,29.48,42.18
75,4.54,9.53,17.24,26.76,37.65
80,4.08,8.62,15.42,23.59,33.57
85,3.63,7.71,13.61,21.32,29.94
90,3.18,6.8,12.25,19.05,27.22
