Age,Beg.,Nov.,Int.,Adv.,Elite
15,16.78,26.76,39.01,53.98,70.31
20,19.5,30.39,44.91,61.69,80.74
25,19.96,31.3,45.81,63.5,82.55
30,19.96,31.3,45.81,63.5,82.55
35,19.96,31.3,45.81,63.5,82.55
40,19.96,31.3,45.81,63.5,82.55
45,18.6,29.48,43.54,60.33,78.47
50,17.69,27.67,40.82,56.25,73.48
55,16.33,25.85,37.65,52.16,68.04
60,14.97,23.59,34.47,47.63,62.14
65,13.61,21.32,31.3,43.09,56.25
70,12.25,19.05,28.12,38.56,50.35
75,10.89,16.78,24.95,34.47,44.91
80,9.53,15.42,22.23,30.84,40.37
85,8.62,13.61,19.96,27.67,36.29
90,7.71,12.25,18.14,24.95,32.66
