Age,Beg.,Nov.,Int.,Adv.,Elite
15,37.65,73.03,122.02,183.7,254.01
20,43.09,83.46,139.71,210.01,290.75
25,44.45,85.73,143.34,215.46,298.46
30,44.45,85.73,143.34,215.46,298.46
35,44.45,85.73,143.34,215.46,298.46
40,44.45,85.73,143.34,215.46,298.46
45,42.18,81.19,136.08,204.57,283.04
50,39.46,76.2,127.46,191.87,265.81
55,36.74,70.31,117.93,177.35,245.85
60,33.57,64.41,107.5,161.93,224.07
65,29.94,58.06,97.07,146.51,202.76
70,27.22,52.16,87.09,131.54,181.89
75,24.04,46.72,78.02,117.48,162.39
80,21.77,41.73,69.85,105.23,145.15
85,19.5,37.19,62.6,94.35,130.18
90,17.69,33.57,56.25,84.82,117.48
