Age,Beg.,Nov.,Int.,Adv.,Elite
15,27.67,43.09,63.5,87.54,113.85
20,31.3,49.44,72.57,100.24,130.63
25,32.21,50.8,74.39,102.51,133.81
30,32.21,50.8,74.39,102.51,133.81
35,32.21,50.8,74.39,102.51,133.81
40,32.21,50.8,74.39,102.51,133.81
45,30.84,48.08,70.76,97.52,127.01
50,28.58,45.36,66.22,91.63,119.29
55,26.76,41.73,61.23,84.37,110.22
60,24.49,38.1,55.79,77.11,100.7
65,21.77,34.47,50.35,69.85,90.72
70,19.5,30.84,45.36,62.6,81.65
75,17.69,27.67,40.37,55.79,73.03
80,15.88,24.49,36.29,49.9,65.32
85,14.06,22.23,32.66,44.91,58.51
90,12.7,19.96,29.48,40.37,52.62
