Age,Beg.,Nov.,Int.,Adv.,Elite
15,25.4,48.08,78.93,117.93,162.39
20,29.03,54.88,90.26,135.17,185.97
25,29.94,56.25,92.99,138.8,190.96
30,29.94,56.25,92.99,138.8,190.96
35,29.94,56.25,92.99,138.8,190.96
40,29.94,56.25,92.99,138.8,190.96
45,28.12,53.52,88,131.54,180.98
50,26.31,49.9,82.55,123.38,169.64
55,24.49,46.27,76.66,114.31,156.94
60,22.23,42.18,69.85,104.33,143.34
65,20.41,38.1,63.05,93.89,129.73
70,18.14,34.47,56.7,84.37,116.12
75,16.33,30.84,50.8,75.3,103.87
80,14.51,27.22,45.36,67.59,92.99
85,13.15,24.49,40.37,60.33,83.46
90,11.79,22.23,36.74,54.43,75.3
