Age,Beg.,Nov.,Int.,Adv.,Elite
15,19.96,34.47,54.43,78.93,106.14
20,22.68,39.46,62.14,90.26,121.56
25,23.13,40.37,63.96,92.53,124.74
30,23.13,40.37,63.96,92.53,124.74
35,23.13,40.37,63.96,92.53,124.74
40,23.13,40.37,63.96,92.53,124.74
45,22.23,38.56,60.78,87.54,118.39
50,20.87,36.29,56.7,82.55,111.13
55,19.05,33.57,52.62,76.2,102.51
60,17.24,30.39,48.08,69.4,93.89
65,15.88,27.67,43.54,62.6,84.82
70,14.06,24.49,39.01,56.25,76.2
75,12.7,22.23,34.93,50.35,68.04
80,11.34,19.96,31.3,44.91,60.78
85,9.98,17.69,28.12,40.37,54.43
90,9.07,15.88,24.95,36.29,48.99
